country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.539,17.571
Albania,1,0,0,14.594
Algeria,1,0,0.182,2.326
Andorra,1,0,0,0
Angola,1,0,0,0.517
Antigua and Barbuda,1,0,0,0
Argentina,0,0.141,0.398,27.126
Armenia,2,0,3.375,144.437
Australia,1,1.148,0,0.431
Austria,1,0.602,0.111,2.887
Azerbaijan,0,0,0.395,33.435
Bahamas,1,0,0,0
Bahrain,2,4.642,1.175,275.626
Bangladesh,1,0.097,0.225,19.37
Barbados,1,0,0,13.919
Belarus,0,0,0.635,84.768
Belgium,1,1.236,0.863,11.39
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,0,0.122,2.142,54.57
Bosnia and Herzegovina,1,0,0.305,14.326
Botswana,1,0,0,2.551
Brazil,2,0,5.994,154.841
Brunei,1,0,0,0
Bulgaria,1,0.256,0,14.967
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,13.9
Canada,1,0.889,1.802,12.691
Cape Verde,0,0.442,0,53.958
Central African Republic,1,0,0,7.868
Chad,1,0,0.061,0.122
Chile,2,0.757,10.044,298.019
China,1,0,0,0.008
Colombia,0,0.237,1.199,31.523
Comoros,0,0,0,24.149
Congo,1,0,0,0
Costa Rica,1,0.084,0.196,16.882
Cote d'Ivoire,1,0.023,0.114,7.051
Croatia,1,0.057,0,0.487
Cuba,1,0.185,0,0.53
Cyprus,1,1.563,0,2.283
Czechia,1,0.38,0.187,6.817
Democratic Republic of Congo,1,0.007,0.067,1.463
Denmark,1,2.583,0,2.59
Djibouti,0,0,0,42.51
Dominica,1,0,0,0
Dominican Republic,0,0.227,0.553,36.228
Ecuador,0,0.064,1.7,29.643
Egypt,1,0,0.352,14.218
El Salvador,1,0.366,0.617,12.796
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0.564
Estonia,1,0.895,0,8.292
Eswatini,0,0,0,23.273
Ethiopia,1,0.054,0.026,1.479
Fiji,1,0.144,0,0
Finland,1,0.534,0,2.707
France,1,0.622,0.352,8.349
Gabon,0,0,0.449,57.509
Gambia,1,0,0,0
Georgia,1,0,0,2.256
Germany,1,0,0.191,0.191
Ghana,1,0.104,0,0
Greece,1,0,0,0.959
Grenada,1,0,0,0
Guatemala,1,0.05,1.507,19.815
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,0
Haiti,1,0,0.175,11.752
Honduras,0,0,1.918,42.909
Hungary,1,0.333,0.104,1.035
Iceland,1,0.19,0,0
India,1,0.105,0.255,7.579
Indonesia,1,0.021,0.132,4.533
International,1,0,0,0
Iran,0,0.267,0.964,23.942
Iraq,0,0.195,0.845,28.492
Ireland,1,0.542,0.81,3.24
Israel,0,2.136,0.116,27.728
Italy,1,1.037,1.174,3.341
Jamaica,1,0.047,0,0
Japan,1,0.04,0.016,0.277
Jordan,1,0,0,1.764
Kazakhstan,1,1.324,0.32,13.048
Kenya,1,0.042,0.019,1.953
Kosovo,1,0,0,3.104
Kuwait,2,0.672,0.468,159.932
Kyrgyzstan,1,0,0.307,5.824
Laos,1,0,0,0
Latvia,1,0.918,0,1.59
Lebanon,1,0,0,2.93
Lesotho,1,0,0,0
Liberia,1,0,0,2.768
Libya,1,0.099,0,2.765
Liechtenstein,1,0,0,0
Lithuania,1,1.905,0.735,2.204
Luxembourg,1,7.173,0,4.793
Madagascar,1,0,0.036,0.867
Malawi,1,0.012,0,0
Malaysia,1,0.169,0.031,0.062
Maldives,0,1.428,0,37
Mali,1,0,0.099,4
Malta,1,2.043,0,6.794
Marshall Islands,1,0,0,0
Mauritania,0,0.107,2.151,26.023
Mauritius,1,0,0,0
Mexico,0,0.091,5.491,37.872
Moldova,0,0,1.487,73.377
Monaco,1,0,0,0
Mongolia,1,0,0,0
Montenegro,1,0,0,0
Morocco,1,0.446,0.027,1.924
Mozambique,1,0.011,0,0.608
Myanmar,1,0.028,0,0.037
Namibia,1,0.045,0,0
Nepal,1,0.151,0,9.541
Netherlands,1,0,0.642,10.797
New Zealand,1,0.711,0,0
Nicaragua,1,0,0,0
Niger,1,0,0,0
Nigeria,1,0.014,0.082,1.984
North Macedonia,0,0.489,3.36,59.999
Norway,1,0.841,0,3.32
Oman,2,0.521,0.196,134.923
