country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,1,0,0.103,2.158
Albania,1,0,0.347,8.687
Algeria,1,0,0.228,2.258
Andorra,3,0,0,77.655
Angola,1,0,0,0.03
Antigua and Barbuda,1,0,0,10.212
Argentina,1,0.044,0.111,2.5
Armenia,2,0,0,24.298
Australia,1,0.494,0,0.275
Austria,1,1.419,2.11,5.774
Azerbaijan,1,0,0,3.748
Bahamas,1,0,0,0
Bahrain,2,2.008,0,31.735
Bangladesh,1,0.021,0.061,2.368
Barbados,1,0,0,0
Belarus,3,0.678,0.317,59.052
Belgium,3,1.345,22.779,80.503
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0.037,0.257,0.942
Bosnia and Herzegovina,1,0,0.61,7.925
Botswana,1,0,0,0.85
Brazil,1,0,0.776,12.599
Brunei,1,0,0,0
Bulgaria,1,0,0.576,7.052
Burkina Faso,1,0,0.048,0.431
Burundi,1,0,0,0.505
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,3,1.121,4.451,59.906
Cape Verde,1,0,0,8.993
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,2,0.333,0.68,24.273
China,1,0,0,0.01
Colombia,1,0.06,0.197,4.068
Comoros,1,0,0,0
Congo,1,0,0,3.806
Costa Rica,1,0.059,0,2.356
Cote d'Ivoire,1,0.013,0.038,1.365
Croatia,1,0,0,10.231
Cuba,1,0.174,0.177,4.591
Cyprus,1,1.645,1.142,6.85
Czechia,1,0.823,0.654,9.245
Democratic Republic of Congo,1,0.001,0,0.1
Denmark,2,2.004,2.417,37.464
Djibouti,2,0,0,29.352
Dominica,1,0,0,0
Dominican Republic,2,0.094,1.383,23.599
Ecuador,2,0.064,0.964,25.619
Egypt,1,0,0.117,1.651
El Salvador,1,0.156,0,1.85
Equatorial Guinea,1,0,0.713,0.713
Eritrea,1,0,0,0
Estonia,1,1.306,0.754,5.277
Eswatini,1,0,0,0
Ethiopia,1,0.009,0,0.017
Fiji,1,0.076,0,0
Finland,2,0.758,1.444,20.755
France,1,0,8.334,-33.52
Gabon,1,0,0,4.493
Gambia,1,0,0,0
Georgia,1,0,0.251,2.005
Germany,2,0,2.936,28.132
Ghana,1,0,0,3.604
Greece,1,0.127,0,0.672
Grenada,1,0,0,8.887
Guatemala,1,0.008,0.056,1.228
Guinea,1,0,0,5.559
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,1.271
Haiti,1,0,0.088,0.438
Honduras,1,0,0,1.615
Hungary,1,0.274,1.242,7.246
Iceland,2,1.832,0,20.513
India,1,0,0.026,0.935
Indonesia,1,0.004,0.069,1.035
International,1,0,0,0
Iran,1,0,1.119,14.215
Iraq,1,0.051,0,0.721
Ireland,3,1.086,7.898,127.79
Israel,2,1.536,0.347,25.995
Italy,3,1.044,7.228,55.738
Jamaica,1,0,0,3.377
Japan,1,0.035,0.158,3.131
Jordan,1,0,0,0.686
Kazakhstan,1,0.665,0,7.456
Kenya,1,0.013,0,0.13
Kosovo,1,0,1.552,3.104
Kuwait,2,0,0.468,39.339
Kyrgyzstan,1,0,0,3.372
Laos,1,0,0,0
Latvia,1,0.723,1.06,6.892
Lebanon,1,0,0.147,0.733
Lesotho,1,0,0,0
Liberia,1,0,0,0
Libya,1,0.014,0,1.164
Liechtenstein,1,0,0,0
Lithuania,1,2.454,0,7.347
Luxembourg,3,1.823,3.195,57.51
Madagascar,1,0,0,0
Malawi,1,0.002,0.052,0.261
Malaysia,1,0,0.031,1.545
Maldives,1,0,0,5.55
Mali,1,0,0.148,1.728
Malta,1,1.449,0,2.265
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0.786
Mexico,1,0.025,0.876,8.089
Moldova,2,0,0.744,40.655
Monaco,1,0,0,0
Mongolia,1,0,0,0.305
