country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,5,0,0.051,4.393
Albania,5,0,0,3.475
Algeria,5,0,0.16,4.219
Andorra,1,0,12.942,12.942
Angola,4,0,0,0
Antigua and Barbuda,4,0,0,0
Argentina,5,0.071,0.199,3.607
Armenia,0,0,0.675,34.422
Australia,4,1.329,0,0.745
Austria,3,0.626,0.111,7.55
Azerbaijan,3,0,0,7.594
Bahamas,4,0,0,0
Bahrain,6,3.548,0,155.737
Bangladesh,5,0.036,0.079,4.287
Barbados,4,0,0,0
Belarus,2,0,0.423,96.621
Belgium,2,1.901,6.558,55.136
Belize,4,0,0,0
Benin,5,0,0,3.629
Bhutan,4,0,0,0
Bolivia,1,0.081,0.942,16.705
Bosnia and Herzegovina,1,0,1.219,12.192
Botswana,4,0,0,0
Brazil,2,0,2.832,43.103
Brunei,5,0,0,4.572
Bulgaria,3,0.167,0,7.34
Burkina Faso,4,0,0,0.335
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0.075
Canada,0,0.839,4.637,39.929
Cape Verde,2,0,0,48.562
Central African Republic,4,0,0,0
Chad,5,0,0.609,5.053
Chile,2,0.634,0.209,80.194
China,4,0,0,0.003
Colombia,3,0.083,0.197,9.768
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,4,0.054,0,0.785
Cote d'Ivoire,5,0.014,0.076,2.085
Croatia,4,0.216,0.244,1.462
Cuba,5,0.172,0.353,2.295
Cyprus,3,2.025,0,6.85
Czechia,5,0.71,0.747,5.323
Democratic Republic of Congo,4,0.003,0.011,0.737
Denmark,0,2.481,1.381,25.034
Djibouti,3,0,0,9.109
Dominica,4,0,0,0
Dominican Republic,0,0.146,1.014,26.549
Ecuador,4,0.085,2.04,-89.724
Egypt,5,0,0.127,3.84
El Salvador,3,0.292,0,9.559
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,5,1.147,0.754,5.277
Eswatini,0,0,0,25.858
Ethiopia,4,0.017,0,0.252
Fiji,4,0.048,0,0
