country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.128,14.283
Albania,0,0,0,16.679
Algeria,5,0,0.205,2.554
Andorra,5,0,0,0
Angola,5,0,0.03,0.243
Antigua and Barbuda,5,0,0,0
Argentina,1,0.144,0.664,33.875
Armenia,2,0,2.025,243.99
Australia,5,1.455,0,1.02
Austria,5,0,0.222,1.554
Azerbaijan,1,0,0.197,34.717
Bahamas,5,0,0,0
Bahrain,2,4.587,0.588,260.933
Bangladesh,0,0.101,0.267,17.342
Barbados,5,0,0,0
Belarus,4,0,0.529,76.302
Belgium,3,1.08,0.345,8.542
Belize,5,0,0,0
Benin,5,0,0.082,1.98
Bhutan,3,0,0,5.184
Bolivia,4,0.133,2.227,78.214
Bosnia and Herzegovina,5,0,0,0
Botswana,3,0,0,5.103
Brazil,4,0,4.196,102.108
Brunei,5,0,0,0
Bulgaria,3,0.38,0,10.794
Burkina Faso,5,0,0,0
Burundi,5,0,0,0
Cambodia,5,0,0,0.12
Cameroon,5,0,0,0
Canada,0,1.108,1.537,11.87
Cape Verde,1,0.322,0,52.159
Central African Republic,5,0,0,2.692
Chad,5,0,0,0
Chile,2,1.058,12.084,428.014
China,5,0,0,0.04
Colombia,1,0.245,0.924,37.105
Comoros,0,0,0,14.949
Congo,5,0,0,0
Costa Rica,3,0.1,0,9.815
Cote d'Ivoire,3,0,0,6.217
Croatia,5,0.06,0,0.487
Cuba,5,0.188,0,0.441
Cyprus,5,1.842,0,0
Czechia,3,0.154,-0.093,4.949
Democratic Republic of Congo,5,0.004,0.056,0.971
Denmark,3,1.728,0.518,6.906
Djibouti,3,0,3.036,8.097
Dominica,5,0,0,0
Dominican Republic,1,0.17,0.83,51.992
Ecuador,1,0.079,2.607,32.761
Egypt,0,0,0.606,16.387
El Salvador,0,0.373,0.617,18.809
Equatorial Guinea,5,0,0,0
Eritrea,3,0,0,6.767
Estonia,5,0.556,0,2.262
Eswatini,0,0,0,12.067
Ethiopia,5,0.049,0.07,2.183
Fiji,5,0.114,0,0
Finland,5,0.28,0,2.527
France,3,0.292,0.368,8.058
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,5,0,0.251,2.005
Germany,5,0,0.119,0.489
Ghana,3,0.111,0,8.432
Greece,5,0.344,0,0.384
Grenada,5,0,0,0
Guatemala,1,0.023,0.893,28.411
Guinea,3,0,0.076,4.416
Guinea-Bissau,5,0,0,0
Guyana,5,0,0,0
Haiti,0,0,0.526,19.645
Honduras,1,0,0.404,32.611
Hungary,5,0.362,0.414,1.139
Iceland,5,0.176,0,2.93
India,3,0.104,0.225,8.644
Indonesia,5,0.041,0.157,3.707
International,5,0,0,0
Iran,1,0.267,0.845,28.931
Iraq,1,0.257,1.318,29.337
Ireland,3,0.549,0,9.113
Israel,0,0.807,0.116,17.214
Italy,3,0.823,1.29,5.723
Jamaica,5,0.1,0,0.338
Japan,5,0.021,0.024,0.34
Jordan,5,0,0,3.724
Kazakhstan,0,1.618,0.16,19.492
Kenya,5,0.065,0.074,2.827
Kosovo,1,0,0,30.009
Kuwait,4,0.506,0.937,120.359
Kyrgyzstan,3,0,0.153,6.284
Laos,5,0,0,0
Latvia,5,0.738,0.53,0.53
Lebanon,5,0,0.147,2.93
Lesotho,5,0,0,0
Liberia,3,0,0,4.943
Libya,5,0.121,0.291,1.31
Liechtenstein,5,0,0,0
Lithuania,5,1.154,0.367,2.571
Luxembourg,0,5.385,0,12.78
Madagascar,5,0,0,0.433
Malawi,5,0.018,0.052,2.509
Malaysia,5,0.166,0.031,1.329
Maldives,0,1.413,0,18.5
Mali,5,0,0.148,1.185
Malta,5,2.967,0,2.265
Marshall Islands,5,0,0,0
