Nation,Similarity Score
Afghanistan,111
Albania,22
Algeria,44
Andorra,51
Angola,26
Antigua and Barbuda,307
Armenia,142
Australia,7
Austria,37
Azerbaijan,32
Bahamas,215
Belarus,175
Belgium,5
Belize,28
Benin,49
Bosnia and Herzegovina,9
Brazil,6
Bulgaria,24
Burkina Faso,99
Burundi,256
Cambodia,67
Cameroon,67
Canada,37
Cape Verde,15
Central African Republic,99
Chad,56
Chile,50
Comoros,310
Congo,58
Costa Rica,13
Cote d'Ivoire,100
Croatia,8
Cuba,13
Cyprus,42
Czechia,4
Democratic Republic of Congo,82
Denmark,34
Djibouti,65
Dominica,99
Dominican Republic,44
Ecuador,4
Egypt,58
Equatorial Guinea,302
Eritrea,54
Estonia,93
Eswatini,27
Ethiopia,51
Finland,25
France,1
Gambia,31
Georgia,5
Germany,1
Ghana,56
Greece,33
Grenada,309
Guatemala,9
Guinea,28
Guyana,12
Haiti,83
Honduras,40
Hungary,37
India,4
International,310
Iran,30
Iraq,28
Ireland,13
Israel,9
Italy,6
Jamaica,22
Japan,50
Jordan,42
Kazakhstan,7
Kenya,31
Kosovo,47
Kyrgyzstan,5
Laos,103
Latvia,36
Lebanon,29
Lesotho,50
Liberia,12
Libya,19
Liechtenstein,245
Lithuania,48
Luxembourg,46
Madagascar,74
Malawi,30
Maldives,176
Mali,76
Malta,187
Marshall Islands,310
Mauritania,113
Mauritius,179
Mexico,58
Moldova,1
Monaco,109
Montenegro,177
Morocco,41
Mozambique,29
Myanmar,43
Namibia,61
Netherlands,40
Nicaragua,239
Niger,178
North Macedonia,194
Norway,16
Pakistan,22
Palestine,31
Papua New Guinea,22
Peru,42
Philippines,3
Portugal,3
Qatar,7
Romania,8
Russia,9
Saint Kitts and Nevis,309
Saint Lucia,306
Saint Vincent and the Grenadines,308
Samoa,310
San Marino,58
Sao Tome and Principe,301
Saudi Arabia,11
Senegal,75
Serbia,35
Seychelles,58
Sierra Leone,105
Slovakia,48
Slovenia,42
Solomon Islands,50
Somalia,104
South Africa,45
South Korea,15
South Sudan,54
Spain,10
Sri Lanka,32
Sudan,41
Suriname,53
Sweden,43
Switzerland,34
Syria,46
Tanzania,162
Thailand,39
Timor,95
Togo,58
Trinidad and Tobago,9
Tunisia,83
Turkey,15
Uganda,14
Ukraine,40
United Arab Emirates,25
United States,11
Uruguay,82
Vanuatu,140
Vatican,298
Venezuela,38
Vietnam,11
Yemen,110
Zambia,46
Zimbabwe,9
Paraguay,1
Bangladesh,4
Barbados,24
Botswana,5
Fiji,7
New Zealand,81
Nigeria,8
Oman,5
Tajikistan,60
United Kingdom,2
Uzbekistan,14
Taiwan,136
Bahrain,1
Kuwait,1
Singapore,6
Gabon,4
Iceland,4
Poland,8
Brunei,29
Mongolia,12
Bhutan,3
Bolivia,2
China,2
El Salvador,3
Indonesia,2
Malaysia,2
Rwanda,3
