country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0,0.694
Albania,2,0,0,3.127
Algeria,2,0.068,0,2.645
Andorra,7,0,0,103.54
Angola,4,0,0,0.152
Antigua and Barbuda,4,0,0,0
Argentina,2,0.133,0,1.969
Armenia,5,0.337,0,15.861
Australia,2,0.039,0,1.804
Austria,3,1.332,23.095,8.438
Azerbaijan,2,0.296,0,3.255
Bahamas,2,0,0,2.543
Bahrain,5,0,0,19.394
Bangladesh,2,0.055,0,1.858
Barbados,4,0,0,0
Belarus,6,0.317,0,54.819
Belgium,7,25.022,93.273,90.167
Belize,4,0,0,0
Benin,4,0,0,0
Bhutan,4,0,0,0
Bolivia,2,0,0,2.399
Bosnia and Herzegovina,5,0.305,0,16.459
Botswana,4,0,0,0
Brazil,5,1.002,0,14.001
Brunei,2,0,0,2.286
Bulgaria,2,0,6.332,4.605
Burkina Faso,4,0.048,0,0.383
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0.791
Canada,6,1.192,0,40.856
Cape Verde,2,0,0,3.597
Central African Republic,4,0,0,0
Chad,4,0,0,0.365
Chile,6,0.523,0,47.447
China,4,0,0,0.019
Colombia,2,0.255,0,3.577
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,4,0,0,1.178
Cote d'Ivoire,2,0.076,0,4.284
Croatia,2,0.731,0,4.385
Cuba,0,0.088,0,5.562
Cyprus,0,0,0,12.559
Czechia,0,0.747,7.003,5.323
Democratic Republic of Congo,4,0.022,0,0.223
Denmark,5,1.726,15.02,29.177
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,5,1.567,0,19.266
Ecuador,6,1.984,0,32.421
Egypt,2,0.186,0,1.837
El Salvador,2,0,0,2.004
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,1.128
Estonia,6,0,7.538,39.954
Eswatini,2,0,0,5.172
Ethiopia,4,0,0,0.078
Fiji,4,0,0,0
Finland,6,1.444,12.634,34.653
France,3,9.836,87.83,0.031
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,2,0.251,0,4.512
Germany,5,1.277,0,23.214
Ghana,0,0.032,0,6.211
Greece,4,0.192,0,1.055
Grenada,4,0,0,0
Guatemala,4,0,0,1.172
Guinea,2,0,0,3.122
Guinea-Bissau,4,0,0,1.524
Guyana,4,0,0,0
Haiti,4,0,0,0.088
Honduras,4,0.505,0,1.514
Hungary,0,1.656,0,7.35
Iceland,3,0,14.652,17.582
India,4,0.025,0,0.993
Indonesia,4,0.055,0,1.188
International,4,0,0,0
Iran,5,0.869,0,16.359
Iraq,4,0.025,0,0.771
Ireland,1,8.303,27.138,157.56
Israel,6,1.271,0,33.62
Italy,7,7.972,45.202,57.739
Jamaica,0,0,0,6.754
Japan,2,0.15,0,4.665
Jordan,4,0,0,0.588
Kazakhstan,2,0,0,3.675
Kenya,4,0.019,0,0.298
Kosovo,5,0.517,0,16.039
Kuwait,5,0.234,0,21.777
Kyrgyzstan,2,0,0,2.606
Laos,4,0,0,0
Latvia,5,0,0,15.905
Lebanon,4,0,0,0.586
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,4,0,0,0
Liechtenstein,4,0,0,0
Lithuania,6,0,0,33.06
Luxembourg,7,0,49.523,91.058
Madagascar,4,0,0,0.108
Malawi,4,0,0,0
Malaysia,4,0.062,0,1.668
Maldives,0,0,0,12.95
Mali,2,0,0,2.222
Malta,0,0,2.265,9.059
Marshall Islands,4,0,0,0
Mauritania,4,0,0,0
Mauritius,4,0,0,0.786
Mexico,2,0.807,0,4.824
Moldova,5,0.248,0,28.26
Monaco,4,0,0,0
Mongolia,4,0,0,0
Montenegro,0,0,0,6.369
Morocco,2,0.054,0,3.278
Mozambique,4,0,0,0.032
Myanmar,4,0.018,0,0.184
Namibia,4,0,0,0
Nepal,4,0,0,0.034
Netherlands,7,8.287,61.979,66.94
New Zealand,2,0,0,2.696
Nicaragua,4,0.151,0,0
Niger,4,0.041,0,0.496
Nigeria,4,0.01,0,0.238
North Macedonia,5,0,0,25.439
Norway,5,0.553,0,18.261
Oman,5,0,0,21.736
Pakistan,2,0.113,0,3.214
Palestine,4,0,0,1.176
Panama,6,1.622,0,44.962
Papua New Guinea,4,0,0,0
Paraguay,4,0,0,0.421
Peru,5,1.456,0,28.236
Philippines,2,0.091,0,1.907
Poland,0,0.396,0,9.591
Portugal,7,2.942,22.36,65.021
Qatar,1,0.347,0,119.748
Romania,5,0.52,12.891,18.245
Russia,6,0.274,0,32.789
Rwanda,4,0,0,0.077
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,1,0,0,589.31
Sao Tome and Principe,4,0,0,0
Saudi Arabia,6,0.144,0,32.516
Senegal,4,0.06,0,0.478
Serbia,6,1.029,0,44.676
Seychelles,4,0,0,0
Sierra Leone,4,0,0,0.501
Singapore,1,0,0,161.016
Slovakia,0,0.366,0,7.326
Slovenia,3,1.924,12.987,6.253
Solomon Islands,4,0,0,0
Somalia,4,0.063,0,1.195
South Africa,2,0.034,0,4.232
South Korea,4,0.039,0,0.351
South Sudan,4,0,0,0
Spain,5,0.877,0,18.971
Sri Lanka,4,0,0,0.467
Sudan,4,0.091,0,0.753
Suriname,4,0,0,0
Sweden,6,8.714,0,52.677
Switzerland,6,4.737,0,37.668
Syria,4,0,0,0
Taiwan,4,0,0,0.126
Tajikistan,4,0,0,0
Tanzania,4,0,0,0
Thailand,4,0,0,0.473
Timor,4,0,0,0
Togo,4,0,0,0.121
Trinidad and Tobago,4,0,0,0
Tunisia,4,0,0,0
Turkey,6,1.435,0,44.855
Uganda,4,0,0,-0.022
Ukraine,0,0.183,0,10.152
United Arab Emirates,4,0,0,0
United Kingdom,7,16.321,47.83,69.764
United States,7,5.949,44.619,84.371
Uruguay,2,0,0,2.591
Uzbekistan,2,0.03,0,2.54
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,0,0,0.809
Vietnam,4,0,0,0
Yemen,4,0,0,0
Zambia,4,0,0,0.272
Zimbabwe,4,0,0,0.067
