country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.128,14.283
Albania,0,0,0,16.679
Algeria,4,0,0.205,2.554
Andorra,4,0,0,0
Angola,4,0,0.03,0.243
Antigua and Barbuda,4,0,0,0
Argentina,2,0.144,0.664,33.875
Armenia,3,0,2.025,243.99
Australia,4,1.455,0,1.02
Austria,4,0,0.222,1.554
Azerbaijan,2,0,0.197,34.717
Bahamas,4,0,0,0
Bahrain,3,4.587,0.588,260.933
Bangladesh,0,0.101,0.267,17.342
Barbados,4,0,0,0
Belarus,1,0,0.529,76.302
Belgium,0,1.08,0.345,8.542
Belize,4,0,0,0
Benin,4,0,0.082,1.98
Bhutan,4,0,0,5.184
Bolivia,1,0.133,2.227,78.214
Bosnia and Herzegovina,4,0,0,0
Botswana,4,0,0,5.103
Brazil,1,0,4.196,102.108
Brunei,4,0,0,0
Bulgaria,0,0.38,0,10.794
Burkina Faso,4,0,0,0
Burundi,4,0,0,0
Cambodia,4,0,0,0.12
Cameroon,4,0,0,0
Canada,0,1.108,1.537,11.87
Cape Verde,2,0.322,0,52.159
Central African Republic,4,0,0,2.692
Chad,4,0,0,0
Chile,3,1.058,12.084,428.014
China,4,0,0,0.04
Colombia,2,0.245,0.924,37.105
Comoros,0,0,0,14.949
Congo,4,0,0,0
Costa Rica,0,0.1,0,9.815
Cote d'Ivoire,4,0,0,6.217
Croatia,4,0.06,0,0.487
Cuba,4,0.188,0,0.441
Cyprus,4,1.842,0,0
Czechia,4,0.154,-0.093,4.949
Democratic Republic of Congo,4,0.004,0.056,0.971
Denmark,0,1.728,0.518,6.906
Djibouti,0,0,3.036,8.097
Dominica,4,0,0,0
Dominican Republic,2,0.17,0.83,51.992
Ecuador,2,0.079,2.607,32.761
Egypt,0,0,0.606,16.387
El Salvador,0,0.373,0.617,18.809
Equatorial Guinea,4,0,0,0
Eritrea,0,0,0,6.767
Estonia,4,0.556,0,2.262
Eswatini,0,0,0,12.067
Ethiopia,4,0.049,0.07,2.183
Fiji,4,0.114,0,0
Finland,4,0.28,0,2.527
France,0,0.292,0.368,8.058
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,4,0,0.251,2.005
Germany,4,0,0.119,0.489
Ghana,0,0.111,0,8.432
Greece,4,0.344,0,0.384
Grenada,4,0,0,0
Guatemala,2,0.023,0.893,28.411
Guinea,4,0,0.076,4.416
Guinea-Bissau,4,0,0,0
Guyana,4,0,0,0
Haiti,0,0,0.526,19.645
Honduras,2,0,0.404,32.611
Hungary,4,0.362,0.414,1.139
Iceland,4,0.176,0,2.93
India,0,0.104,0.225,8.644
Indonesia,4,0.041,0.157,3.707
International,4,0,0,0
Iran,2,0.267,0.845,28.931
Iraq,2,0.257,1.318,29.337
Ireland,0,0.549,0,9.113
Israel,0,0.807,0.116,17.214
Italy,4,0.823,1.29,5.723
Jamaica,4,0.1,0,0.338
Japan,4,0.021,0.024,0.34
Jordan,4,0,0,3.724
Kazakhstan,0,1.618,0.16,19.492
Kenya,4,0.065,0.074,2.827
Kosovo,2,0,0,30.009
Kuwait,1,0.506,0.937,120.359
Kyrgyzstan,4,0,0.153,6.284
Laos,4,0,0,0
Latvia,4,0.738,0.53,0.53
Lebanon,4,0,0.147,2.93
Lesotho,4,0,0,0
Liberia,4,0,0,4.943
Libya,4,0.121,0.291,1.31
Liechtenstein,4,0,0,0
Lithuania,4,1.154,0.367,2.571
Luxembourg,0,5.385,0,12.78
Madagascar,4,0,0,0.433
Malawi,4,0.018,0.052,2.509
Malaysia,4,0.166,0.031,1.329
Maldives,0,1.413,0,18.5
Mali,4,0,0.148,1.185
Malta,4,2.967,0,2.265
Marshall Islands,4,0,0,0
