country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0.051,0,1.49
Albania,3,2.78,0,172.006
Algeria,4,0.274,0,13.249
Andorra,2,0,0,2381.415
Angola,4,0.091,0,3.408
Antigua and Barbuda,4,0,0,10.212
Argentina,3,4.691,0,177.826
Armenia,2,9.112,0,835.574
Australia,4,0,0,0.235
Austria,2,4.108,47.966,915.016
Azerbaijan,3,1.282,0,139.065
Bahamas,3,5.086,0,165.29
Bahrain,3,0.588,0,141.633
Bangladesh,4,0.079,0,7.827
Barbados,4,0,0,0
Belarus,6,0.317,0,105.51
Belgium,5,17.171,126.32,528.404
Belize,3,2.515,0,150.897
Benin,4,0,0,0
Bhutan,4,0,0,1.296
Bolivia,4,0.771,0,7.196
Bosnia and Herzegovina,5,10.058,0,544.072
Botswana,4,0,0,0
Brazil,6,1.195,0,105.288
Brunei,4,0,0,0
Bulgaria,0,8.059,39.002,331.153
Burkina Faso,4,0,0,0.144
Burundi,4,0,0,0.505
Cambodia,4,0,0,0.06
Cameroon,4,0,0,9.003
Canada,6,1.431,0,115.15
Cape Verde,6,0,0,120.506
Central African Republic,4,0,0,2.692
Chad,4,0,0,0.304
Chile,6,2.563,0,83.019
China,4,0,0,0.022
Colombia,3,3.734,0,171.256
Comoros,4,0,0,6.9
Congo,4,0,0,0
Costa Rica,3,2.159,0,185.705
Cote d'Ivoire,4,0,0,0.455
Croatia,5,8.526,0,584.371
Cuba,4,0,0,3.443
Cyprus,0,9.133,0,358.489
Czechia,5,18.396,111.682,721.17
Democratic Republic of Congo,4,0.011,0,0.368
Denmark,3,0.345,5.007,181.278
Djibouti,4,0,0,1.012
Dominica,6,0,0,83.344
Dominican Republic,1,0.184,0,31.803
Ecuador,1,3.061,0,55.433
Egypt,4,0.117,0,2.033
El Salvador,1,0.617,0,27.597
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,1.974
Estonia,3,0,4.523,171.876
Eswatini,4,0,0,11.205
Ethiopia,4,0.052,0,3.958
Fiji,4,0,0,0
Finland,4,0,0,0
France,4,4.657,67.562,0.873
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,5,4.512,0,716.69
Germany,3,0.788,0,168.553
Ghana,4,0,0,3.733
Greece,3,3.262,0,245.13
Grenada,4,0,0,0
Guatemala,1,0.949,0,30.588
Guinea,4,0,0,2.817
Guinea-Bissau,4,0,0,0
Guyana,1,1.271,0,34.327
Haiti,4,0,0,0
Honduras,1,0.404,0,46.948
Hungary,5,11.076,0,550.498
Iceland,6,0,11.722,70.33
India,1,0.405,0,33.097
Indonesia,4,0.358,0,15.582
International,4,0,0,0
Iran,6,5.036,0,112.509
Iraq,6,0.97,0,71.602
Ireland,6,1.013,8.101,64.199
Israel,1,0.924,0,24.493
Italy,5,7.029,43.565,658.415
Jamaica,4,0,0,15.534
Japan,4,0.04,0,10.302
Jordan,0,4.41,0,348.324
Kazakhstan,1,0.107,0,41.221
Kenya,1,0.186,0,19.806
Kosovo,4,0,0,0
Kuwait,3,0.937,0,173.748
Kyrgyzstan,6,0.307,0,85.221
Laos,4,0,0,0
Latvia,3,0.53,0,214.187
Lebanon,3,1.905,0,259.177
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,6,0.728,0,86.592
Liechtenstein,5,0,0,629.31
Lithuania,5,4.041,0,724.39
Luxembourg,4,0,57.51,0
Madagascar,4,0,0,0
Malawi,4,0,0,0.314
Malaysia,1,0.093,0,36.087
Maldives,1,0,0,55.5
Mali,4,0,0,0.938
Malta,0,2.265,0,330.662
Marshall Islands,4,0,0,0
Mauritania,4,0,0,2.151
Mauritius,4,0,0,0
Mexico,1,3.762,0,52.818
Moldova,0,2.231,0,291.029
Monaco,5,0,0,738.966
Mongolia,4,0,0,0
Montenegro,0,7.961,0,477.66
Morocco,3,1.896,0,158.112
Mozambique,4,0,0,2.943
Myanmar,1,0.368,0,19.684
Namibia,4,0.394,0,10.626
Nepal,6,0.583,0,94.485
Netherlands,0,4.319,37.643,391.891
New Zealand,4,0,0,1.244
Nicaragua,4,0,0,0
Niger,4,0,0,0.496
Nigeria,4,0,0,0.286
North Macedonia,5,6.72,0,615.826
Norway,6,0,0,75.26
Oman,4,0,0,0
Pakistan,4,0.113,0,6.501
Palestine,6,0.196,0,84.486
Panama,3,2.549,0,172.895
Papua New Guinea,4,0,0,0
Paraguay,6,0.981,0,64.493
Peru,6,1.607,0,84.345
Philippines,1,0.219,0,19.638
Poland,5,9.221,0,736.526
Portugal,5,5.492,35.894,651.191
Qatar,6,0,0,70.113
Romania,5,6.758,54.476,516.538
Russia,3,2.439,0,137.795
Rwanda,4,0,0,0.386
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,6,0,0,70.795
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,9.126
Saudi Arabia,4,0.546,0,11.691
Senegal,4,0,0,1.015
Serbia,0,1.323,0,393.411
Seychelles,4,0,0,0
Sierra Leone,4,0,0,1.003
Singapore,4,0,0,1.197
Slovakia,0,6.228,0,472.375
Slovenia,5,16.355,83.697,775.398
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,1,0.674,0,29.186
South Korea,4,0.02,0,2.789
South Sudan,4,0,0,0
